Period,Year,Month,Date,Product_SKU,Product_Name,Brand_Group,Category,Is_Strategic,Orders_Count,Quantity,Amount_THB
2025-Full,2025,12,2025-12-28,01958,"Zyno cream 0,02% 15g BDC",Zeno,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,3072,83592.32
2025-Full,2025,12,2025-12-28,17100,Prozeus 15 10sach,Prozeus,โปรตีนและโภชนาการเสริม (Nutritional Supplements),Yes,0,289,82654.78
2025-Full,2025,12,2025-12-28,08451,AROTIKA Rub Spray 60ml  BDC,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,841,81920.44
2025-Full,2025,12,2025-12-28,10399,Feenoze nasal spray 20ml BDC,Feenoze,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,1128,80617.66
2025-Full,2025,12,2025-12-28,02020,Capsika-25 lotion spray 100ml,Capsika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,520,78829.07
2025-Full,2025,12,2025-12-28,05943,Clinoderm Cream 15g BDC,Clinoderm,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,2269,76903.1
2025-Full,2025,12,2025-12-28,05946,Diabederm cream 10% 35g (Green) BDC,Diabederm,ยาผิวหนัง/บำรุงผิวแห้งแตก (Dermatology),Yes,0,1455,74366.63
2025-Full,2025,12,2025-12-28,08450,AROTIKA Rub  35g  BDC,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,1170,73384.17
2025-Full,2025,12,2025-12-28,08452,Arotika cool gel 35g BDC,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,1544,72625.76
2025-Full,2025,12,2025-12-28,00996,Fango (Clotrimazol) Cream 5g BDC,Fango,ยาผิวหนังต้านเชื้อรา/อักเสบ (Dermatology),Yes,0,4836,71277.01
2025-Full,2025,12,2025-12-28,00369,Allerax-Fc 10mg 1000Tab/Bott BDC,Allerlax,ยาแก้แพ้/ต้านฮิสตามีน (Antihistamines),No,0,331,67271.91
2025-Full,2025,12,2025-12-28,18911,Fango-BD (Clotrimazole 1% / Betamethasone 0.1%) cream 5g,Fango,ยาผิวหนังต้านเชื้อรา/อักเสบ (Dermatology),Yes,0,3696,65638.02
2025-Full,2025,12,2025-12-28,05941,Clinivate cream 15g BDC,Klenivet,ยาผิวหนังฆ่าเชื้อ/ต้านอักเสบ (Dermatology),No,0,2292,64587.99
2025-Full,2025,12,2025-12-28,07539,Plaivana Cream  15g  BDC,Plaivana,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,1488,57315.1
2025-Full,2025,12,2025-12-28,18422,Hepivir (Hepatitis  B) entecavir 0.5mg 3Bl/Box TH,Hepivir,ยาต้านไวรัสตับอักเสบ (Antivirals & Hepatology),Yes,0,92,57190.68
2025-Full,2025,12,2025-12-28,00581,"Capsika 0,0125% gel 35g BDC",Capsika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,1260,56275.67
2025-Full,2025,12,2025-12-28,03519,"Zyno cream 0,1% 5g BDC",Zeno,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,3660,56228.86
2025-Full,2025,12,2025-12-28,15712,AROTIKA Rub Lotion 80ml,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,223,46707.71
2025-Full,2025,12,2025-12-28,18682,Zentozide (Praziquantel) 600mg Bl/Box,Zentocide,ยาถ่ายพยาธิใบไม้ในตับ (Antiparasitics),Yes,0,580,33024.41
2025-Full,2025,12,2025-12-28,01957,"Zyno cream 0,02% 5g BDC",Zeno,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,2138,32017.76
2025-Full,2025,12,2025-12-28,08449,AROTIKA Rub  15g  BDC,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,980,31913.13
2025-Full,2025,12,2025-12-28,00660,Clinivate cream 5g BDC,Klenivet,ยาผิวหนังฆ่าเชื้อ/ต้านอักเสบ (Dermatology),No,0,1656,23586.94
2025-Full,2025,12,2025-12-28,00503,Anzac fluoxetine 20mg BDC,Anxac,ยาปรับสารเคมีในสมอง/คลายกังวล (Psychotropics),No,0,48,19200.0
2025-Full,2025,12,2025-12-28,00873,Doxyl cap (Doxycillin) 100mg Cap/Bl BDC,Doxyl,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,900,14038.95
2025-Full,2025,12,2025-12-28,04553,"CapsikaŒ-25 gel 15g 0,025% BDC 12Tub",Capsika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,288,8888.1
2025-Full,2025,12,2025-12-28,18638,(Free) Plaivana cream 14% 35g BDC,Plaivana,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,20,0.0
2025-Full,2025,12,2025-12-28,18579,(Free) Hepivir (Hepatitis B) entecavir 0.5mg 3Bl/Box TH,Hepivir,ยาต้านไวรัสตับอักเสบ (Antivirals & Hepatology),Yes,0,320,0.0
2025-Full,2025,12,2025-12-28,18642,(Free) Precius (Pregabalin) 75mg 6Bl/Box,Precius,ยารักษาอาการปวดเส้นประสาท (Neuropathic Pain),Yes,0,17,0.0
2025-Full,2025,12,2025-12-28,18920,(Free) Sunny ກາຕົ້ມນໍ້າໄຟຟ້າ 2L (1500W),Sunny,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,16,0.0
2025-Full,2025,12,2025-12-28,18581,(Free) Finasteride 1mg 3Bl/Box,Finasteride,ยารักษาต่อมลูกหมาก/ผมร่วง (Urology & Men Health),Yes,0,40,0.0
2025-Full,2025,12,2025-12-28,18637,(Free) Clenascar gel 7g BDC,Clenascar,เวชสำอางดูแลแผลเป็น/สิว (Dermatology & Skincare),Yes,0,1,0.0
2025-Full,2025,12,2025-12-28,18921,(Free) Otto ໝໍ້ຊີ້ນຈຸ່ມ+ດາດ GR-175A (1900W),Otto,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,15,0.0
2025-Full,2025,12,2025-12-28,18639,"(Free) Capsika 0,0125% gel 35g BDC",Capsika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,1,0.0
2025-Full,2025,12,2025-12-28,18922,(Free) Tiger star ໝໍ້ແດງ SP-100,Tiger,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,37,0.0
2025-Full,2025,12,2025-12-28,19095,(Free) Fartussin 10Bl/Box 15mg FML,Fartussin,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,66,0.0
2025-Full,2025,12,2025-12-28,18919,(Free) Otto ໝໍ້ທອດໄຟຟ້າ DF-377 6L (2500W),Otto,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,15,0.0
2025-Full,2025,12,2025-12-28,19123,(Free) Gynogesic (Mefenamic acid) 500mg 10Bl/Box BDC,Gynogesic,ยาแก้ปวดประจำเดือน/กล้ามเนื้อ (Analgesics),No,0,4,0.0
2025-Full,2025,12,2025-12-28,18923,(Free) Safe & Save ກາຕົ້ມນໍ້າໄຟຟ້າ 1.8L TH,Safe,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,25,0.0
2025-Full,2025,12,2025-12-28,18575,(Free) Glucosa 1500mg Red 30Sach/Box BDC,Glucosa,ยาบำรุงข้อกระดูก (Osteoarthritis),Yes,0,167,0.0
2025-Full,2025,12,2025-12-28,19122,(Free) Clinivate-N cream 5g BDC,Klenivet,ยาผิวหนังฆ่าเชื้อ/ต้านอักเสบ (Dermatology),No,0,258,0.0
2025-Full,2025,12,2025-12-28,18576,(Free) Sporaxyl (Ketoconasol) cream 15g BDC,Sporosil,ยาต้านเชื้อรา (Antifungals),No,0,50,0.0
2025-Full,2025,12,2025-12-28,19124,(Free) Gi-Bismol 240ml BDC,Gastro-Bismol,ยาเคลือบกระเพาะ/กรดไหลย้อน (Antacids & GI),Yes,0,23,0.0
2025-Full,2025,12,2025-12-28,18577,(Free) Gastro bismol 524,Gastro-Bismol,ยาเคลือบกระเพาะ/กรดไหลย้อน (Antacids & GI),Yes,0,86,0.0
2025-Full,2025,12,2025-12-28,18578,(Free) Capsika-25 lotion spong pak 80ml,Capsika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,152,0.0
2025-FULL,2025,12,2025-12-28,06538,Spascopan(Buscopan)Tab/Bl 10mgBDC,Spascopan,ยาบรรเทาอาการปวดเกร็งช่องท้อง (Antispasmodics),No,0,182010,4009163.22
2025-FULL,2025,12,2025-12-28,01944,Zenzera (Albendazole) 200mg Tab/Bl BDC,Zenzera,ยาถ่ายพยาธิ (Anthelmintics),Yes,0,420859,3376752.14
2025-FULL,2025,12,2025-12-28,08921,Cephalexyl-500 Caps/Bl SAP,Cephalexyl,ยาปฏิชีวนะ/ฆ่าเชื้อแบคทีเรีย (Antibiotics),No,0,8496,2571030.03
2025-FULL,2025,12,2025-12-28,00663,CliDecir (Acidclovir) 5g cream BDC,Clidecir,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,163389,2449966.61
2025-FULL,2025,12,2025-12-28,01947,Zertine 10mg Tab/Bl FML,Zertine,ยาแก้แพ้/ต้านฮิสตามีน (Antihistamines),No,0,29753,2144503.83
2025-FULL,2025,12,2025-12-28,00644,Ciproxyl 500mg Tab/Bl FML,Ciprocin,ยาปฏิชีวนะ/ฆ่าเชื้อทางเดินปัสสาวะ (Antibiotics),No,0,7903,1821215.97
2025-FULL,2025,12,2025-12-28,07427,Clinimet-400(Cimetidine) Tab/Bl  BDC,Klenimed,ยาลดกรดในกระเพาะอาหาร (Antacids & GI),No,0,93161,1610501.49
2025-FULL,2025,12,2025-12-28,01758,Sporaxyl (Keto) 200mg 1x10Bl BDC,Sporosil,ยาต้านเชื้อรา (Antifungals),No,0,8160,1481703.18
2025-FULL,2025,12,2025-12-28,07777,GiBismol Pink 240ml (Prink) BDC,Gastro-Bismol,ยาเคลือบกระเพาะ/กรดไหลย้อน (Antacids & GI),Yes,0,17434,1243704.98
2025-FULL,2025,12,2025-12-28,01094,Glucosa-500mg Cap/Bl BDC,Glucosa,ยาบำรุงข้อกระดูก (Osteoarthritis),Yes,0,4790,1241478.05
2025-FULL,2025,12,2025-12-28,05942,Clinivate-N Cream 15g BDC,Klenivet,ยาผิวหนังฆ่าเชื้อ/ต้านอักเสบ (Dermatology),No,0,35127,1188243.41
2025-FULL,2025,12,2025-12-28,00661,Clinivate-N cream 5g BDC,Klenivet,ยาผิวหนังฆ่าเชื้อ/ต้านอักเสบ (Dermatology),No,0,75944,1146670.67
2025-FULL,2025,12,2025-12-28,01759,Sporaxyl (Keto) cream 5g BDC,Sporosil,ยาต้านเชื้อรา (Antifungals),No,0,70113,1057478.96
2025-FULL,2025,12,2025-12-28,01500,Oflocee (Ofloxacin) 200mg FML,Oflocee,ยาปฏิชีวนะ/ฆ่าเชื้อ (Antibiotics),No,0,5125,1027614.3
2025-FULL,2025,12,2025-12-28,14275,Nacoxib 90mg,Nacoxib,ยาแก้ปวด/ต้านการอักเสบ (NSAIDs & Pain Relief),Yes,0,4205,913017.1
2025-FULL,2025,12,2025-12-28,01091,Glucosa 1500mg Red 30Sach/Box BDC,Glucosa,ยาบำรุงข้อกระดูก (Osteoarthritis),Yes,0,2948,898390.62
2025-FULL,2025,12,2025-12-28,03886,"Goutichin (Colchicin) 0,6mg Tab/Bl FML",Goutichin,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,9127,869238.23
2025-FULL,2025,12,2025-12-28,01475,Noraphen 500mg Tab/Bl BDC,Noraphen,ยาแก้ปวด/ต้านการอักเสบ (NSAIDs & Pain Relief),No,0,75490,780879.46
2025-FULL,2025,12,2025-12-28,01012,Fexotine (Fexofenadin) Tab/Bl FML,Fexotine,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,16345,601079.58
2025-FULL,2025,12,2025-12-28,05108,CliDecir(Acyclovir) 400mg  BDC,Clideciracyclovir,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,4097,596102.39
2025-FULL,2025,12,2025-12-28,00863,Domper-M domperidone 10mg BDC,Domper-M,ยาช่วยย่อย/ต้านคลื่นไส้อาเจียน (Antiemetics),No,0,83470,481999.0
2025-FULL,2025,12,2025-12-28,05020,Sporaxyl(Keto) Cream 15g BDC,Sporosil,ยาต้านเชื้อรา (Antifungals),No,0,17470,468828.61
2025-FULL,2025,12,2025-12-28,00664,CliDecir (Acidclovir) 200mg BDC,Clidecir,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,4066,440322.47
2025-FULL,2025,12,2025-12-28,01103,Gynogesic (Dolfenal) 500mg Tab/BL BDC,Gynogesic,ยาแก้ปวดประจำเดือน/กล้ามเนื้อ (Analgesics),No,0,2700,415655.92
2025-FULL,2025,12,2025-12-28,18544,Clena TM EX (Anti melasma) 15g,Clenascar,เวชสำอางดูแลแผลเป็น/สิว (Dermatology & Skincare),Yes,0,2245,378270.32
2025-FULL,2025,12,2025-12-28,03654,Glucosa 1500mg lemon 30Sach/Box BDC,Glucosa,ยาบำรุงข้อกระดูก (Osteoarthritis),Yes,0,1188,369092.68
2025-FULL,2025,12,2025-12-28,01244,Lorita (Loratadine) 10mg Tab/Bl FML,Lolita,ยาแก้แพ้/ต้านฮิสตามีน (Antihistamines),No,0,4506,365006.04
2025-FULL,2025,12,2025-12-28,03358,Gastrosec (Omeprazole) 20mg BDC,Gastrosec,ยาลดกรดในกระเพาะอาหาร (PPIs & Antacids),No,0,10032,338564.35
2025-FULL,2025,12,2025-12-28,01709,Roxithroxyl 150mg Tab/Bl BDC,Roxithroxyl,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,15990,333345.39
2025-FULL,2025,12,2025-12-28,02072,Stugin (Cinnariz) 25mg Tab/Bl BDC,Stugin,ยาบรรเทาอาการเวียนศีรษะ/บ้านหมุน (Vertigo & CNS),No,0,70280,329119.66
2025-FULL,2025,12,2025-12-28,17224,Gastro bismol 524,Gastro-Bismol,ยาเคลือบกระเพาะ/กรดไหลย้อน (Antacids & GI),Yes,0,662,327895.41
2025-FULL,2025,12,2025-12-28,14106,Anzac fluoxetin HCI 20mg,Anxac,ยาปรับสารเคมีในสมอง/คลายกังวล (Psychotropics),No,0,1774,307771.52
2025-FULL,2025,12,2025-12-28,00658,Clinigel (VASELINE) Gel 50g BDC,Clinigel,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,5725,267235.04
2025-FULL,2025,12,2025-12-28,00999,Fartussin Tab/Bl 15mg FML,Fartussin,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,2861,238518.32
2025-FULL,2025,12,2025-12-28,18610,Precius (Pregabalin) 75mg 6Bl/Box,Precius,ยารักษาอาการปวดเส้นประสาท (Neuropathic Pain),Yes,0,523,232820.7
2025-FULL,2025,12,2025-12-28,01946,Zertin 5mg SP 60ml FML,Zertine,ยาแก้แพ้/ต้านฮิสตามีน (Antihistamines),No,0,4955,197114.52
2025-FULL,2025,12,2025-12-28,10191,Spascopan 10mg Tab/Bott BDC,Spascopan,ยาบรรเทาอาการปวดเกร็งช่องท้อง (Antispasmodics),No,0,206,176391.18
2025-FULL,2025,12,2025-12-28,03880,Glucocron (Gliclazide 80mg) BDC,Glucocron,ยารักษาโรคเบาหวาน (Antidiabetics),No,0,1223,164153.75
2025-FULL,2025,12,2025-12-28,15617,Zenzera Supersion 10ml/Sach,Zenzera,ยาถ่ายพยาธิ (Anthelmintics),Yes,0,1776,158136.13
2025-FULL,2025,12,2025-12-28,00662,Clinoderm (Clobetaso) cream 5g BDC,Clinoderm,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,6684,153884.7
2025-FULL,2025,12,2025-12-28,18238,CliDecir-800mg 7Bl/Box TH,Clidecir800Mg,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,541,148767.44
2025-FULL,2025,12,2025-12-28,17225,Arotika cool spray 60ml,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,1014,135737.6
2025-FULL,2025,12,2025-12-28,17101,Prozeus 15 30sach,Prozeus,โปรตีนและโภชนาการเสริม (Nutritional Supplements),Yes,0,166,132504.82
2025-FULL,2025,12,2025-12-28,04220,"Zyno cream 0,1% 15g BDC",Zeno,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,5226,127783.17
2025-FULL,2025,12,2025-12-28,17226,Tristan (Etoricoxib 90mg),Tristan,ยาแก้ปวด/ต้านการอักเสบ (NSAIDs & Pain Relief),Yes,0,2907,124906.5
2025-FULL,2025,12,2025-12-28,17847,Finasteride 1mg 3Bl/Box,Finasteride,ยารักษาต่อมลูกหมาก/ผมร่วง (Urology & Men Health),Yes,0,411,116468.88
2025-FULL,2025,12,2025-12-28,10799,Clenascar  Gel  15g,Clenascar,เวชสำอางดูแลแผลเป็น/สิว (Dermatology & Skincare),Yes,0,688,110757.26
2025-FULL,2025,12,2025-12-28,01342,Mucobrox SP 60ml BDC,Mucobrox,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,2097,105630.62
2025-FULL,2025,12,2025-12-28,00368,Allerax-Fc 10mg 50Bl/Box BDC,Allerlax,ยาแก้แพ้/ต้านฮิสตามีน (Antihistamines),No,0,22300,100641.01
2025-FULL,2025,12,2025-12-28,06243,Diabederm cream 20% 35g (Blue) BDC,Diabederm,ยาผิวหนัง/บำรุงผิวแห้งแตก (Dermatology),Yes,0,1580,98395.4
2025-FULL,2025,12,2025-12-28,05252,Fango (Clotrimazole) cream 15g BDC,Fango,ยาผิวหนังต้านเชื้อรา/อักเสบ (Dermatology),Yes,0,3144,92650.73
2025-FULL,2025,12,2025-12-28,04353,"Capsika-25 (0,025%) Gel 35g Pack/10Tub",Capsika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,1717,90006.65
2025-FULL,2025,12,2025-12-28,07545,Plaivana  Cream 35g BDC,Plaivana,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,1360,89389.28
2025-FULL,2025,12,2025-12-28,01735,Skinfect (Gentamicin) cream 5g BDC,Skinfect,ยาปฏิชีวนะทาแผล/ผิวหนัง (Dermatology),No,0,6534,87236.9
2025-FULL,2025,12,2025-12-28,01958,"Zyno cream 0,02% 15g BDC",Zeno,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,3072,83592.32
2025-FULL,2025,12,2025-12-28,17100,Prozeus 15 10sach,Prozeus,โปรตีนและโภชนาการเสริม (Nutritional Supplements),Yes,0,289,82654.78
2025-FULL,2025,12,2025-12-28,08451,AROTIKA Rub Spray 60ml  BDC,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,841,81920.44
2025-FULL,2025,12,2025-12-28,10399,Feenoze nasal spray 20ml BDC,Feenoze,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,1128,80617.66
2025-FULL,2025,12,2025-12-28,02020,Capsika-25 lotion spray 100ml,Capsika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,520,78829.07
2025-FULL,2025,12,2025-12-28,05943,Clinoderm Cream 15g BDC,Clinoderm,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,2269,76903.1
2025-FULL,2025,12,2025-12-28,05946,Diabederm cream 10% 35g (Green) BDC,Diabederm,ยาผิวหนัง/บำรุงผิวแห้งแตก (Dermatology),Yes,0,1455,74366.63
2025-FULL,2025,12,2025-12-28,08450,AROTIKA Rub  35g  BDC,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,1170,73384.17
2025-FULL,2025,12,2025-12-28,08452,Arotika cool gel 35g BDC,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,1544,72625.76
2025-FULL,2025,12,2025-12-28,00996,Fango (Clotrimazol) Cream 5g BDC,Fango,ยาผิวหนังต้านเชื้อรา/อักเสบ (Dermatology),Yes,0,4836,71277.01
2025-FULL,2025,12,2025-12-28,00369,Allerax-Fc 10mg 1000Tab/Bott BDC,Allerlax,ยาแก้แพ้/ต้านฮิสตามีน (Antihistamines),No,0,331,67271.91
2025-FULL,2025,12,2025-12-28,18911,Fango-BD (Clotrimazole 1% / Betamethasone 0.1%) cream 5g,Fango,ยาผิวหนังต้านเชื้อรา/อักเสบ (Dermatology),Yes,0,3696,65638.02
2025-FULL,2025,12,2025-12-28,05941,Clinivate cream 15g BDC,Klenivet,ยาผิวหนังฆ่าเชื้อ/ต้านอักเสบ (Dermatology),No,0,2292,64587.99
2025-FULL,2025,12,2025-12-28,07539,Plaivana Cream  15g  BDC,Plaivana,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,1488,57315.1
2025-FULL,2025,12,2025-12-28,18422,Hepivir (Hepatitis  B) entecavir 0.5mg 3Bl/Box TH,Hepivir,ยาต้านไวรัสตับอักเสบ (Antivirals & Hepatology),Yes,0,92,57190.68
2025-FULL,2025,12,2025-12-28,00581,"Capsika 0,0125% gel 35g BDC",Capsika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,1260,56275.67
2025-FULL,2025,12,2025-12-28,03519,"Zyno cream 0,1% 5g BDC",Zeno,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,3660,56228.86
2025-FULL,2025,12,2025-12-28,15712,AROTIKA Rub Lotion 80ml,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,223,46707.71
2025-FULL,2025,12,2025-12-28,18682,Zentozide (Praziquantel) 600mg Bl/Box,Zentocide,ยาถ่ายพยาธิใบไม้ในตับ (Antiparasitics),Yes,0,580,33024.41
2025-FULL,2025,12,2025-12-28,01957,"Zyno cream 0,02% 5g BDC",Zeno,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,2138,32017.76
2025-FULL,2025,12,2025-12-28,08449,AROTIKA Rub  15g  BDC,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,980,31913.13
2025-FULL,2025,12,2025-12-28,00660,Clinivate cream 5g BDC,Klenivet,ยาผิวหนังฆ่าเชื้อ/ต้านอักเสบ (Dermatology),No,0,1656,23586.94
2025-FULL,2025,12,2025-12-28,00503,Anzac fluoxetine 20mg BDC,Anxac,ยาปรับสารเคมีในสมอง/คลายกังวล (Psychotropics),No,0,48,19200.0
2025-FULL,2025,12,2025-12-28,00873,Doxyl cap (Doxycillin) 100mg Cap/Bl BDC,Doxyl,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,900,14038.95
2025-FULL,2025,12,2025-12-28,04553,"CapsikaŒ-25 gel 15g 0,025% BDC 12Tub",Capsika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,288,8888.1
2025-FULL,2025,12,2025-12-28,18638,(Free) Plaivana cream 14% 35g BDC,Plaivana,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,20,0.0
2025-FULL,2025,12,2025-12-28,18579,(Free) Hepivir (Hepatitis B) entecavir 0.5mg 3Bl/Box TH,Hepivir,ยาต้านไวรัสตับอักเสบ (Antivirals & Hepatology),Yes,0,320,0.0
2025-FULL,2025,12,2025-12-28,18642,(Free) Precius (Pregabalin) 75mg 6Bl/Box,Precius,ยารักษาอาการปวดเส้นประสาท (Neuropathic Pain),Yes,0,17,0.0
2025-FULL,2025,12,2025-12-28,18920,(Free) Sunny ກາຕົ້ມນໍ້າໄຟຟ້າ 2L (1500W),Sunny,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,16,0.0
2025-FULL,2025,12,2025-12-28,18581,(Free) Finasteride 1mg 3Bl/Box,Finasteride,ยารักษาต่อมลูกหมาก/ผมร่วง (Urology & Men Health),Yes,0,40,0.0
2025-FULL,2025,12,2025-12-28,18637,(Free) Clenascar gel 7g BDC,Clenascar,เวชสำอางดูแลแผลเป็น/สิว (Dermatology & Skincare),Yes,0,1,0.0
2025-FULL,2025,12,2025-12-28,18921,(Free) Otto ໝໍ້ຊີ້ນຈຸ່ມ+ດາດ GR-175A (1900W),Otto,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,15,0.0
2025-FULL,2025,12,2025-12-28,18639,"(Free) Capsika 0,0125% gel 35g BDC",Capsika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,1,0.0
2025-FULL,2025,12,2025-12-28,18922,(Free) Tiger star ໝໍ້ແດງ SP-100,Tiger,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,37,0.0
2025-FULL,2025,12,2025-12-28,19095,(Free) Fartussin 10Bl/Box 15mg FML,Fartussin,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,66,0.0
2025-FULL,2025,12,2025-12-28,18919,(Free) Otto ໝໍ້ທອດໄຟຟ້າ DF-377 6L (2500W),Otto,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,15,0.0
2025-FULL,2025,12,2025-12-28,19123,(Free) Gynogesic (Mefenamic acid) 500mg 10Bl/Box BDC,Gynogesic,ยาแก้ปวดประจำเดือน/กล้ามเนื้อ (Analgesics),No,0,4,0.0
2025-FULL,2025,12,2025-12-28,18923,(Free) Safe & Save ກາຕົ້ມນໍ້າໄຟຟ້າ 1.8L TH,Safe,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,25,0.0
2025-FULL,2025,12,2025-12-28,18575,(Free) Glucosa 1500mg Red 30Sach/Box BDC,Glucosa,ยาบำรุงข้อกระดูก (Osteoarthritis),Yes,0,167,0.0
2025-FULL,2025,12,2025-12-28,19122,(Free) Clinivate-N cream 5g BDC,Klenivet,ยาผิวหนังฆ่าเชื้อ/ต้านอักเสบ (Dermatology),No,0,258,0.0
2025-FULL,2025,12,2025-12-28,18576,(Free) Sporaxyl (Ketoconasol) cream 15g BDC,Sporosil,ยาต้านเชื้อรา (Antifungals),No,0,50,0.0
2025-FULL,2025,12,2025-12-28,19124,(Free) Gi-Bismol 240ml BDC,Gastro-Bismol,ยาเคลือบกระเพาะ/กรดไหลย้อน (Antacids & GI),Yes,0,23,0.0
2025-FULL,2025,12,2025-12-28,18577,(Free) Gastro bismol 524,Gastro-Bismol,ยาเคลือบกระเพาะ/กรดไหลย้อน (Antacids & GI),Yes,0,86,0.0
