Period,Year,Month,Date,Product_SKU,Product_Name,Brand_Group,Category,Is_Strategic,Orders_Count,Quantity,Amount_THB
2026-08,2026,8,2026-08-28,06538,Spascopan (Buscopan) 10mg 50Bl/Box BDC,Spascopan,ยาบรรเทาอาการปวดเกร็งช่องท้อง (Antispasmodics),No,124,4276,311493.63
2026-08,2026,8,2026-08-28,00663,Clinovir (Acidclovir) cream 5g BDC,Clinovir,ยาต้านเชื้อไวรัสเริม/งูสวัด (Antivirals),No,167,3422,271351.77
2026-08,2026,8,2026-08-28,01944,Zenzera (Albendazole) 200mg 2Tab/Bl BDC,Zenzera,ยาถ่ายพยาธิ (Anthelmintics),Yes,138,3818,256650.48
2026-08,2026,8,2026-08-28,01475,Noraphen 500mg 50Bl/Box BDC,Noraphen,ยาแก้ปวด/ต้านการอักเสบ (NSAIDs & Pain Relief),No,20,16942,255787.59
2026-08,2026,8,2026-08-28,01758,Sporoxyl (Ketoconasol) 200mg 10Bl/Box BDC,Sporosil,ยาต้านเชื้อรา (Antifungals),No,134,1147,195793.79
2026-08,2026,8,2026-08-28,08921,Cephalexyl (Cephalexin) 500mg 10Bl/Box SAP,Cephalexyl,ยาปฏิชีวนะ/ฆ่าเชื้อแบคทีเรีย (Antibiotics),No,44,673,195103.16
2026-08,2026,8,2026-08-28,07427,Clinimet (Cimetidine) 400mg 50Bl/Box BDC,Klenimed,ยาลดกรดในกระเพาะอาหาร (Antacids & GI),No,88,6484,182165.02
2026-08,2026,8,2026-08-28,01947,Zertine (Cetirizine) 10mg 10Bl/Box FML,Zertine,ยาแก้แพ้/ต้านฮิสตามีน (Antihistamines),No,172,2398,152728.91
2026-08,2026,8,2026-08-28,07777,Gi-Bismol syrup 240ml (Prink) BDC,Gastro-Bismol,ยาเคลือบกระเพาะ/กรดไหลย้อน (Antacids & GI),Yes,32,513,127894.55
2026-08,2026,8,2026-08-28,01094,Glucosa 500mg 10Bl/Box BDC,Glucosa,ยาบำรุงข้อกระดูก (Osteoarthritis),Yes,65,511,127219.39
2026-08,2026,8,2026-08-28,00644,Ciproxyl (Ciprofloxacin) 500mg 10Bl/Box FML,Ciprocin,ยาปฏิชีวนะ/ฆ่าเชื้อทางเดินปัสสาวะ (Antibiotics),No,47,607,122802.43
2026-08,2026,8,2026-08-28,00661,Clinivate-N cream 5g BDC,Klenivet,ยาผิวหนังฆ่าเชื้อ/ต้านอักเสบ (Dermatology),No,97,1442,110333.9
2026-08,2026,8,2026-08-28,05942,Clinivate-N cream 15g BDC,Klenivet,ยาผิวหนังฆ่าเชื้อ/ต้านอักเสบ (Dermatology),No,53,302,103224.73
2026-08,2026,8,2026-08-28,01759,Sporaxyl (Ketoconasol) cream 5g BDC,Sporosil,ยาต้านเชื้อรา (Antifungals),No,80,1298,98682.61
2026-08,2026,8,2026-08-28,01500,Oflocee (Ofloxacin) 200mg 10Bl/Box,Oflocee,ยาปฏิชีวนะ/ฆ่าเชื้อ (Antibiotics),No,76,556,95883.47
2026-08,2026,8,2026-08-28,01091,Glucosa 1500mg Red 30Sach/Box BDC,Glucosa,ยาบำรุงข้อกระดูก (Osteoarthritis),Yes,43,345,91446.91
2026-08,2026,8,2026-08-28,05020,Sporaxyl (Ketoconasol) cream 15g BDC,Sporosil,ยาต้านเชื้อรา (Antifungals),No,45,649,57289.18
2026-08,2026,8,2026-08-28,01012,Fexotine (Fexofenadin) 60mg 10Box/Pack FML,Fexotine,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,35,869,56413.98
2026-08,2026,8,2026-08-28,18610,Precius (Pregabalin) 75mg 6Bl/Box,Precius,ยารักษาอาการปวดเส้นประสาท (Neuropathic Pain),Yes,4,112,47483.1
2026-08,2026,8,2026-08-28,05108,Clinovir (Acyclovir) 400mg 5Bl/Box BDC,Clinovir,ยาต้านเชื้อไวรัสเริม/งูสวัด (Antivirals),No,34,361,44987.14
2026-08,2026,8,2026-08-28,15617,Zenzera supersion 200mg 10ml/Sach,Zenzera,ยาถ่ายพยาธิ (Anthelmintics),Yes,17,185,40069.65
2026-08,2026,8,2026-08-28,18238,Clinovir-800mg 7Bl/Box TH,Clinovir,ยาต้านเชื้อไวรัสเริม/งูสวัด (Antivirals),No,18,156,37288.34
2026-08,2026,8,2026-08-28,18422,Hepivir (Hepatitis B) entecavir 0.5mg 3Bl/Box TH,Hepivir,ยาต้านไวรัสตับอักเสบ (Antivirals & Hepatology),Yes,7,69,36985.22
2026-08,2026,8,2026-08-28,18544,Clena TM EX (Anti melasma) 15g,Clenascar,เวชสำอางดูแลแผลเป็น/สิว (Dermatology & Skincare),Yes,12,267,36422.81
2026-08,2026,8,2026-08-28,14275,Nacoxib (Etoricoxib) 90mg,Nacoxib,ยาแก้ปวด/ต้านการอักเสบ (NSAIDs & Pain Relief),Yes,6,272,35908.88
2026-08,2026,8,2026-08-28,17224,Gastro bismol 524 10Bl/Box,Gastro-Bismol,ยาเคลือบกระเพาะ/กรดไหลย้อน (Antacids & GI),Yes,8,71,28866.25
2026-08,2026,8,2026-08-28,00658,Clinigel (Vaseline) 50g BDC,Clinigel,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,33,719,27448.37
2026-08,2026,8,2026-08-28,00664,Clinovir (Acidclovir) 200mg BDC,Clinovir,ยาต้านเชื้อไวรัสเริม/งูสวัด (Antivirals),No,30,297,26373.9
2026-08,2026,8,2026-08-28,03654,Glucosa 1500mg lemon 30Sach/Box BDC,Glucosa,ยาบำรุงข้อกระดูก (Osteoarthritis),Yes,12,104,25666.6
2026-08,2026,8,2026-08-28,10191,Spascopan (Buscopan) 10mg 500Tab/Bott BDC,Spascopan,ยาบรรเทาอาการปวดเกร็งช่องท้อง (Antispasmodics),No,13,33,25438.37
2026-08,2026,8,2026-08-28,01244,Lorita (Loratadine) 10mg 10Bl/Box FML,Lolita,ยาแก้แพ้/ต้านฮิสตามีน (Antihistamines),No,29,295,23609.46
2026-08,2026,8,2026-08-28,19685,Axamin (Tranexamic Acid) 250mg 50Bl/Box,Axamin,ยาห้ามเลือด/บำรุงสุขภาพ (Hemostatics & Wellness),Yes,6,753,23582.87
2026-08,2026,8,2026-08-28,00863,Domper-M (Domperidone) 10mg BDC,Domper-M,ยาช่วยย่อย/ต้านคลื่นไส้อาเจียน (Antiemetics),No,20,309,22677.84
2026-08,2026,8,2026-08-28,01103,Gynogesic (Mefenamic acid) 500mg 10Bl/Box BDC,Gynogesic,ยาแก้ปวดประจำเดือน/กล้ามเนื้อ (Analgesics),No,27,107,17448.65
2026-08,2026,8,2026-08-28,03358,Gastrosec (Omeprazole) 20mg BDC,Gastrosec,ยาลดกรดในกระเพาะอาหาร (PPIs & Antacids),No,17,591,17274.04
2026-08,2026,8,2026-08-28,04220,"Zyno cream 0,1% 15g BDC",Zeno,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,12,58,14995.69
2026-08,2026,8,2026-08-28,02072,Stugin (Cinnarizine) 25mg 50Bl/Box BDC,Stugin,ยาบรรเทาอาการเวียนศีรษะ/บ้านหมุน (Vertigo & CNS),No,32,387,14363.5
2026-08,2026,8,2026-08-28,17100,Prozeus15 10Sach/Box TH,Prozeus,โปรตีนและโภชนาการเสริม (Nutritional Supplements),Yes,6,53,13610.95
2026-08,2026,8,2026-08-28,14106,Anzac fluoxetin HCI 20mg 10Bl/Box,Anxac,ยาปรับสารเคมีในสมอง/คลายกังวล (Psychotropics),No,13,112,13521.59
2026-08,2026,8,2026-08-28,07545,Plaivana cream 14% 35g BDC,Plaivana,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,4,163,12891.37
2026-08,2026,8,2026-08-28,17101,Prozeus15 30Sach/Box TH,Prozeus,โปรตีนและโภชนาการเสริม (Nutritional Supplements),Yes,3,15,11588.05
2026-08,2026,8,2026-08-28,01735,Skinfect (Gentamicin) cream 5g BDC,Skinfect,ยาปฏิชีวนะทาแผล/ผิวหนัง (Dermatology),No,15,170,11327.06
2026-08,2026,8,2026-08-28,17225,Arotika cool spray 60ml,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,5,93,11136.72
2026-08,2026,8,2026-08-28,00996,Fango (Clotrimazole) cream 5g BDC,Fango,ยาผิวหนังต้านเชื้อรา/อักเสบ (Dermatology),Yes,16,492,11094.78
2026-08,2026,8,2026-08-28,05943,Clinoderm cream 15g BDC,Clinoderm,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,6,41,10478.45
2026-08,2026,8,2026-08-28,04353,"Capsika-25 (0,025%) gel 35g",Capsika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,8,149,10219.23
2026-08,2026,8,2026-08-28,06243,Diabederm cream 20% 35g (Blue) BDC,Diabederm,ยาผิวหนัง/บำรุงผิวแห้งแตก (Dermatology),Yes,5,111,9196.6
2026-08,2026,8,2026-08-28,08452,Arotika cool gel 35g BDC,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,7,118,9002.7
2026-08,2026,8,2026-08-28,15712,Arotika rub lotion 80ml,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,2,44,8783.6
2026-08,2026,8,2026-08-28,18911,Fango-BD (Clotrimazole 1% / Betamethasone 0.1%) cream 5g,Fango,ยาผิวหนังต้านเชื้อรา/อักเสบ (Dermatology),Yes,5,86,8698.96
2026-08,2026,8,2026-08-28,10399,Feenoze nasal spray 20ml BDC,Feenoze,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,4,146,8391.53
2026-08,2026,8,2026-08-28,03519,"Zyno cream 0,1% 5g BDC",Zeno,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,8,48,8248.49
2026-08,2026,8,2026-08-28,08451,Arotika rub lotion 60ml BDC,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,2,90,7838.42
2026-08,2026,8,2026-08-28,18682,Zentozide (Praziquantel) 600mg Bl/Box,Zentocide,ยาถ่ายพยาธิใบไม้ในตับ (Antiparasitics),Yes,4,130,6588.68
2026-08,2026,8,2026-08-28,17226,Tristan (Etoricoxib) 90mg,Tristan,ยาแก้ปวด/ต้านการอักเสบ (NSAIDs & Pain Relief),Yes,3,30,5956.71
2026-08,2026,8,2026-08-28,00368,Allerax-Fc 10mg 50Bl/Box BDC,Allerlax,ยาแก้แพ้/ต้านฮิสตามีน (Antihistamines),No,11,78,5761.68
2026-08,2026,8,2026-08-28,00999,Fartussin 10Bl/Box 15mg FML,Fartussin,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,2,60,4683.79
2026-08,2026,8,2026-08-28,10799,Clenascar gel 15g BDC,Clenascar,เวชสำอางดูแลแผลเป็น/สิว (Dermatology & Skincare),Yes,2,25,4250.49
2026-08,2026,8,2026-08-28,08450,Arotika rub 35g BDC,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,2,35,4077.0
2026-08,2026,8,2026-08-28,01958,"Zyno cream 0,02% 15g BDC",Zeno,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,4,16,4040.68
2026-08,2026,8,2026-08-28,00581,"Capsika 0,0125% gel 35g BDC",Capsika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,4,92,3596.53
2026-08,2026,8,2026-08-28,19501,Diabederm lotion 10% 200ml BDC,Diabederm,ยาผิวหนัง/บำรุงผิวแห้งแตก (Dermatology),Yes,1,12,3540.09
2026-08,2026,8,2026-08-28,05252,Fango (Clotrimazole) cream 15g BDC,Fango,ยาผิวหนังต้านเชื้อรา/อักเสบ (Dermatology),Yes,3,146,3399.35
2026-08,2026,8,2026-08-28,05946,Diabederm cream 10% 35g (Green) BDC,Diabederm,ยาผิวหนัง/บำรุงผิวแห้งแตก (Dermatology),Yes,1,50,2650.0
2026-08,2026,8,2026-08-28,00662,Clinoderm (Clobetaso) cream 5g BDC,Clinoderm,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,2,36,2617.07
2026-08,2026,8,2026-08-28,00369,Allerax-Fc 10mg 1000Tab/Bott BDC,Allerlax,ยาแก้แพ้/ต้านฮิสตามีน (Antihistamines),No,6,11,2310.0
2026-08,2026,8,2026-08-28,08449,Arotika rub 15g BDC,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,4,62,2283.93
2026-08,2026,8,2026-08-28,19502,Clenascar acne spot gel 7g,Clenascar,เวชสำอางดูแลแผลเป็น/สิว (Dermatology & Skincare),Yes,2,30,2068.92
2026-08,2026,8,2026-08-28,19504,Raqua cleansing gel 80ml,Raqua,ผลิตภัณฑ์ทำความสะอาดผิวหน้า (Skincare),Yes,1,12,1980.09
2026-08,2026,8,2026-08-28,01957,"Zyno cream 0,02% 5g 12Tub/Pack BDC",Zeno,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,4,50,1210.09
2026-01,2026,1,2026-01-28,01944,Zenzera (Albendazole) 200mg 2Tab/Bl BDC,Zenzera,ยาถ่ายพยาธิ (Anthelmintics),Yes,0,45150,345725.03
2026-01,2026,1,2026-01-28,06538,Spascopan (Buscopan) 10mg 50Bl/Box BDC,Spascopan,ยาบรรเทาอาการปวดเกร็งช่องท้อง (Antispasmodics),No,0,13870,267258.16
2026-01,2026,1,2026-01-28,00663,CliMarir (Acidclovir) cream 5g BDC,Clinovir,ยาต้านเชื้อไวรัสเริม/งูสวัด (Antivirals),No,0,17620,249316.06
2026-01,2026,1,2026-01-28,05942,Clinivate-N cream 15g BDC,Klenivet,ยาผิวหนังฆ่าเชื้อ/ต้านอักเสบ (Dermatology),No,0,5472,172873.16
2026-01,2026,1,2026-01-28,08921,Cephalexyl (Cephalexin) 500mg 10Bl/Box SAP,Cephalexyl,ยาปฏิชีวนะ/ฆ่าเชื้อแบคทีเรีย (Antibiotics),No,0,604,170174.95
2026-01,2026,1,2026-01-28,01947,Zertine (Cetirizine) 10mg 10Bl/Box FML,Zertine,ยาแก้แพ้/ต้านฮิสตามีน (Antihistamines),No,0,2608,160015.91
2026-01,2026,1,2026-01-28,00644,Ciproxyl (Ciprofloxacin) 500mg 10Bl/Box FML,Ciprocin,ยาปฏิชีวนะ/ฆ่าเชื้อทางเดินปัสสาวะ (Antibiotics),No,0,703,151568.35
2026-01,2026,1,2026-01-28,07427,Clinimet (Cimetidine) 400mg 50Bl/Box BDC,Klenimed,ยาลดกรดในกระเพาะอาหาร (Antacids & GI),No,0,8940,140597.58
2026-01,2026,1,2026-01-28,00661,Clinivate-N cream 5g BDC,Klenivet,ยาผิวหนังฆ่าเชื้อ/ต้านอักเสบ (Dermatology),No,0,9364,134956.94
2026-01,2026,1,2026-01-28,07777,Gi-Bisamol syrup 240ml (Prink) BDC,Gibisamol,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,1727,128920.39
2026-01,2026,1,2026-01-28,01758,Sporoxyl (Ketoconasol) 200mg 10Bl/Box BDC,Sporosil,ยาต้านเชื้อรา (Antifungals),No,0,755,125323.79
2026-01,2026,1,2026-01-28,01759,Sporaxyl (Ketoconasol) cream 5g BDC,Sporosil,ยาต้านเชื้อรา (Antifungals),No,0,8320,122572.84
2026-01,2026,1,2026-01-28,01091,Glucosa 1500mg Red 30Sach/Box BDC,Glucosa,ยาบำรุงข้อกระดูก (Osteoarthritis),Yes,0,453,118054.85
2026-01,2026,1,2026-01-28,01094,Glucosa 500mg 10Bl/Box BDC,Glucosa,ยาบำรุงข้อกระดูก (Osteoarthritis),Yes,0,457,112529.77
2026-01,2026,1,2026-01-28,03886,"Goutichine (Colchicine) 0,6mg 10Bl/Box FML",Goutichine,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,743,66286.84
2026-01,2026,1,2026-01-28,01500,Oflocee (Ofloxacin) 200mg 10Bl/Box FML,Oflocee,ยาปฏิชีวนะ/ฆ่าเชื้อ (Antibiotics),No,0,341,57582.49
2026-01,2026,1,2026-01-28,14275,Nacoxib (Etoricoxib) 90mg,Nacoxib,ยาแก้ปวด/ต้านการอักเสบ (NSAIDs & Pain Relief),Yes,0,363,52470.16
2026-01,2026,1,2026-01-28,01012,Fexotine (Fexofenadin) 60mg 10Box/Pack FML,Fexotine,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,1353,44017.93
2026-01,2026,1,2026-01-28,01475,Noraphen 500mg 50Bl/Box BDC,Noraphen,ยาแก้ปวด/ต้านการอักเสบ (NSAIDs & Pain Relief),No,0,4490,39050.02
2026-01,2026,1,2026-01-28,02072,Stugin (Cinnarizine) 25mg 50Bl/Box BDC,Stugin,ยาบรรเทาอาการเวียนศีรษะ/บ้านหมุน (Vertigo & CNS),No,0,8080,31715.92
2026-01,2026,1,2026-01-28,01103,Gynogesic (Dolfenal) 500mg 10Bl/Box BDC,Gynogesic,ยาแก้ปวดประจำเดือน/กล้ามเนื้อ (Analgesics),No,0,209,28482.44
2026-01,2026,1,2026-01-28,01709,Roxithroxyl (Roxithromycin) 150mg 10Bl/Box BDC,Roxithroxyl,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,1350,27234.54
2026-01,2026,1,2026-01-28,03654,Glucosa 1500mg lemon 30Sach/Box BDC,Glucosa,ยาบำรุงข้อกระดูก (Osteoarthritis),Yes,0,82,21620.98
2026-01,2026,1,2026-01-28,14106,Anzac fluoxetin HCI 20mg 10Bl/Box,Anxac,ยาปรับสารเคมีในสมอง/คลายกังวล (Psychotropics),No,0,180,20663.82
2026-01,2026,1,2026-01-28,00664,CliMarir (Acidclovir) 200mg BDC,Clinovir,ยาต้านเชื้อไวรัสเริม/งูสวัด (Antivirals),No,0,165,18160.29
2026-01,2026,1,2026-01-28,05108,CliMarir (Acyclovir) 400mg 5Bl/Box BDC,Clinovir,ยาต้านเชื้อไวรัสเริม/งูสวัด (Antivirals),No,0,134,17139.18
2026-01,2026,1,2026-01-28,03358,Gastrosec (Omeprazole) 20mg BDC,Gastrosec,ยาลดกรดในกระเพาะอาหาร (PPIs & Antacids),No,0,626,16979.61
2026-01,2026,1,2026-01-28,05943,Clinoderm cream 15g BDC,Clinoderm,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,408,13839.59
2026-01,2026,1,2026-01-28,17224,Gastro bismol 524,Gastro-Bismol,ยาเคลือบกระเพาะ/กรดไหลย้อน (Antacids & GI),Yes,0,49,13452.8
2026-01,2026,1,2026-01-28,18911,Fango-BD (Clotrimazole 1% / Betamethasone 0.1%) cream 5g,Fango,ยาผิวหนังต้านเชื้อรา/อักเสบ (Dermatology),Yes,0,720,12336.41
2026-01,2026,1,2026-01-28,01735,Skinfect (Gentamicin) cream 5g BDC,Skinfect,ยาปฏิชีวนะทาแผล/ผิวหนัง (Dermatology),No,0,876,11710.58
2026-01,2026,1,2026-01-28,00999,Fartussin 10Bl/Box 15mg FML,Fartussin,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,134,11103.31
2026-01,2026,1,2026-01-28,15617,Zenzera supersion 200mg 10ml/Sach,Zenzera,ยาถ่ายพยาธิ (Anthelmintics),Yes,0,144,10871.27
2026-01,2026,1,2026-01-28,04220,"Zyno cream 0,1% 15g BDC",Zeno,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,486,10749.1
2026-01,2026,1,2026-01-28,01244,Lorita (Loratadine) 10mg 10Bl/Box FML,Lolita,ยาแก้แพ้/ต้านฮิสตามีน (Antihistamines),No,0,127,9636.22
2026-01,2026,1,2026-01-28,03519,"Zyno cream 0,1% 5g BDC",Zeno,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,648,9030.42
2026-01,2026,1,2026-01-28,01958,"Zyno cream 0,02% 15g BDC",Zeno,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,414,9006.11
2026-01,2026,1,2026-01-28,00658,Clinigel (Vaseline) 50g BDC,Clinigel,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,209,8001.99
2026-01,2026,1,2026-01-28,18610,Precius (Pregabalin) 75mg 6Bl/Box,Precius,ยารักษาอาการปวดเส้นประสาท (Neuropathic Pain),Yes,0,20,7952.54
2026-01,2026,1,2026-01-28,03880,Glucocron (Gliclazide) 80mg BDC,Glucocron,ยารักษาโรคเบาหวาน (Antidiabetics),No,0,58,7293.52
2026-01,2026,1,2026-01-28,10399,Feenoze nasal spray 20ml BDC,Feenoze,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,132,7104.08
2026-01,2026,1,2026-01-28,00368,Allerax-Fc 10mg 50Bl/Box BDC,Allerlax,ยาแก้แพ้/ต้านฮิสตามีน (Antihistamines),No,0,2010,6998.73
2026-01,2026,1,2026-01-28,05946,Diabederm cream 10% 35g (Green) BDC,Diabederm,ยาผิวหนัง/บำรุงผิวแห้งแตก (Dermatology),Yes,0,137,6122.85
2026-01,2026,1,2026-01-28,17847,Finasteride 1mg 3Bl/Box,Finasteride,ยารักษาต่อมลูกหมาก/ผมร่วง (Urology & Men Health),Yes,0,30,5839.06
2026-01,2026,1,2026-01-28,00660,Clinivate cream 5g BDC,Klenivet,ยาผิวหนังฆ่าเชื้อ/ต้านอักเสบ (Dermatology),No,0,264,5443.76
2026-01,2026,1,2026-01-28,04353,"Capsika-25 (0,025%) gel 35g",Capsika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,130,5161.19
2026-01,2026,1,2026-01-28,00581,"Capsika 0,0125% gel 35g BDC",Capsika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,130,5106.35
2026-01,2026,1,2026-01-28,08452,Arotika cool gel 35g BDC,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,120,4916.93
2026-01,2026,1,2026-01-28,08451,Arotika rub lotion 60ml BDC,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,52,4673.33
2026-01,2026,1,2026-01-28,05252,Fango (Clotrimazole) cream 15g BDC,Fango,ยาผิวหนังต้านเชื้อรา/อักเสบ (Dermatology),Yes,0,192,4593.89
2026-01,2026,1,2026-01-28,05941,Clinivate cream 15g BDC,Klenivet,ยาผิวหนังฆ่าเชื้อ/ต้านอักเสบ (Dermatology),No,0,204,4573.53
2026-01,2026,1,2026-01-28,18544,Clena TM EX (Anti melasma) 15g,Clenascar,เวชสำอางดูแลแผลเป็น/สิว (Dermatology & Skincare),Yes,0,36,4265.39
2026-01,2026,1,2026-01-28,00369,Allerax-Fc 10mg 1000Tab/Bott BDC,Allerlax,ยาแก้แพ้/ต้านฮิสตามีน (Antihistamines),No,0,20,4200.91
2026-01,2026,1,2026-01-28,17225,Arotika cool spray 60ml,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,36,3711.99
2026-01,2026,1,2026-01-28,00863,Domper-M (Domperidone) 10mg BDC,Domper-M,ยาช่วยย่อย/ต้านคลื่นไส้อาเจียน (Antiemetics),No,0,880,3704.58
2026-01,2026,1,2026-01-28,10799,Clenascar gel 15g BDC,Clenascar,เวชสำอางดูแลแผลเป็น/สิว (Dermatology & Skincare),Yes,0,36,3484.36
2026-01,2026,1,2026-01-28,00996,Fango (Clotrimazole) cream 5g BDC,Fango,ยาผิวหนังต้านเชื้อรา/อักเสบ (Dermatology),Yes,0,192,3418.89
2026-01,2026,1,2026-01-28,08450,Arotika rub 35g BDC,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,50,2722.79
2026-01,2026,1,2026-01-28,07539,Plaivana cream 14% 15g BDC,Plaivana,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,87,2390.52
2026-01,2026,1,2026-01-28,18682,Zentozide (Praziquantel) 600mg Bl/Box,Zentocide,ยาถ่ายพยาธิใบไม้ในตับ (Antiparasitics),Yes,0,50,1970.13
2026-01,2026,1,2026-01-28,18238,CliMarir-800mg 7Bl/Box TH,Clinovir,ยาต้านเชื้อไวรัสเริม/งูสวัด (Antivirals),No,0,8,1933.8
2026-01,2026,1,2026-01-28,01957,"Zyno cream 0,02% 5g 12Tub/Pack BDC",Zeno,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,180,1717.38
2026-01,2026,1,2026-01-28,06243,Diabederm cream 20% 35g (Blue) BDC,Diabederm,ยาผิวหนัง/บำรุงผิวแห้งแตก (Dermatology),Yes,0,20,1146.4
2026-01,2026,1,2026-01-28,17226,Tristan (Etoricoxib) 90mg,Tristan,ยาแก้ปวด/ต้านการอักเสบ (NSAIDs & Pain Relief),Yes,0,3,135.0
2026-01,2026,1,2026-01-28,08449,Arotika rub 15g BDC,Arotika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,3,96.02
2026-01,2026,1,2026-01-28,19095,(Free) Fartussin 10Bl/Box 15mg FML,Fartussin,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,31,0.0
2026-01,2026,1,2026-01-28,19122,(Free) Clinivate-N cream 5g BDC,Klenivet,ยาผิวหนังฆ่าเชื้อ/ต้านอักเสบ (Dermatology),No,0,270,0.0
2026-01,2026,1,2026-01-28,18922,(Free) Tiger star ໝໍ້ແດງ SP-100,Tiger,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,11,0.0
2026-01,2026,1,2026-01-28,18923,(Free) Safe & Save ກາຕົ້ມນໍ້າໄຟຟ້າ 1.8L TH,Safe,กลุ่มยาและเวชภัณฑ์ทั่วไป (General Health & Others),No,0,5,0.0
2026-01,2026,1,2026-01-28,18578,(Free) Capsika-25 lotion spong pak 80ml,Capsika,ยาแก้ปวด/กล้ามเนื้อ/ข้อกระดูก (Analgesics & Musculoskeletal),Yes,0,30,0.0
2026-02,2026,2,2026-02-28,06538,Spascopan (Buscopan) 10mg 50Bl/Box BDC,Spascopan,ยาบรรเทาอาการปวดเกร็งช่องท้อง (Antispasmodics),No,0,16200,343140.2
2026-02,2026,2,2026-02-28,01944,Zenzera (Albendazole) 200mg 2Tab/Bl BDC,Zenzera,ยาถ่ายพยาธิ (Anthelmintics),Yes,0,40111,307765.74
2026-02,2026,2,2026-02-28,08921,Cephalexyl (Cephalexin) 500mg 10Bl/Box SAP,Cephalexyl,ยาปฏิชีวนะ/ฆ่าเชื้อแบคทีเรีย (Antibiotics),No,0,481,144657.13
2026-02,2026,2,2026-02-28,00663,CliMarir (Acidclovir) cream 5g BDC,Clinovir,ยาต้านเชื้อไวรัสเริม/งูสวัด (Antivirals),No,0,9909,140908.41
2026-02,2026,2,2026-02-28,01091,Glucosa 1500mg Red 30Sach/Box BDC,Glucosa,ยาบำรุงข้อกระดูก (Osteoarthritis),Yes,0,412,116808.34
2026-02,2026,2,2026-02-28,01758,Sporoxyl (Ketoconasol) 200mg 10Bl/Box BDC,Sporosil,ยาต้านเชื้อรา (Antifungals),No,0,657,107527.07
